x1,prediction,instance,x2
-3.106862254078289,0.6010799,4740,
-3.0465410009785554,0.5835826,4740,
-2.9862197478788226,0.5660853,4740,
-2.9258984947790894,0.5486688,4740,
-2.865577241679356,0.53126043,4740,
-2.805255988579623,0.51380795,4740,
-2.74493473547989,0.49536103,4740,
-2.684613482380157,0.4767673,4740,
-2.624292229280423,0.45837462,4740,
-2.56397097618069,0.43834245,4740,
-2.503649723080957,0.41719007,4740,
-2.443328469981224,0.39586163,4740,
-2.3830072168814906,0.3739369,4740,
-2.322685963781758,0.34758276,4740,
-2.262364710682024,0.31368828,4740,
-2.202043457582291,0.27481467,4740,
-2.141722204482558,0.23166686,4740,
-2.081400951382825,0.1872949,4740,
-2.0210796982830916,0.14324363,4740,
-1.9607584451833588,0.10293059,4740,
-1.9004371920836252,0.06481722,4740,
-1.8401159389838924,0.026703728,4740,
-1.7797946858841591,0.00024300045,4740,
-1.7194734327844259,-0.011431319,4740,
-1.6591521796846929,-0.015193996,4740,
-1.5988309265849596,-0.015198314,4740,
-1.5385096734852264,-0.010584982,4740,
-1.4781884203854931,-0.0055329306,4740,
-1.4178671672857601,0.010419133,4740,
-1.3575459141860269,0.03140689,4740,
-1.2972246610862936,0.056138307,4740,
-1.2369034079865606,0.08753895,4740,
-1.1765821548868274,0.12054106,4740,
-1.116260901787094,0.15981045,4740,
-1.0559396486873611,0.20188455,4740,
-0.9956183955876278,0.24536787,4740,
-0.9352971424878945,0.28932792,4740,
-0.8749758893881612,0.33751786,4740,
-0.8146546362884284,0.40070057,4740,
-0.754333383188695,0.47013032,4740,
-0.6940121300889618,0.524692,4740,
-0.6336908769892289,0.5750881,4740,
-0.5733696238894955,0.6318246,4740,
-0.5130483707897622,0.6916233,4740,
-0.4527271176900289,0.75051194,4740,
-0.392405864590296,0.8106983,4740,
-0.33208461149056273,0.8697955,4740,
-0.27176335839082943,0.93084824,4740,
-0.21144210529109653,0.9911334,4740,
-0.15112085219136323,1.0485018,4740,
-0.09079959909162996,1.0997634,4740,
-0.03047834599189666,1.1513191,4740,
0.029842907107836228,1.2020755,4740,
0.09016416020756952,1.2520232,4740,
0.1504854133073028,1.3008342,4740,
0.2108066664070361,1.3495322,4740,
0.271127919506769,1.3983043,4740,
0.3314491726065023,1.4462017,4740,
0.3917704257062356,1.4902807,4740,
0.4520916788059685,1.5278995,4740,
0.5124129319057017,1.5615449,4740,
0.572734185005435,1.593947,4740,
