x1,prediction,instance
-9.69210216617383,-31.496548,4740
-9.501690200645454,-30.910614,4740
-9.311278235117078,-30.298025,4740
-9.120866269588701,-29.679493,4740
-8.930454304060325,-29.06096,4740
-8.74004233853195,-28.442429,4740
-8.549630373003573,-27.823896,4740
-8.359218407475197,-27.20537,4740
-8.16880644194682,-26.586832,4740
-7.978394476418444,-25.976784,4740
-7.787982510890068,-25.362665,4740
-7.597570545361692,-24.726192,4740
-7.4071585798333155,-24.0506,4740
-7.216746614304939,-23.370117,4740
-7.026334648776563,-22.675793,4740
-6.835922683248188,-21.98147,4740
-6.645510717719812,-21.287146,4740
-6.455098752191435,-20.592821,4740
-6.264686786663059,-19.898497,4740
-6.074274821134683,-19.232874,4740
-5.883862855606306,-18.543913,4740
-5.693450890077931,-17.85069,4740
-5.503038924549554,-17.157463,4740
-5.312626959021178,-16.464237,4740
-5.122214993492801,-15.771011,4740
-4.931803027964426,-15.077787,4740
-4.741391062436049,-14.384561,4740
-4.550979096907674,-13.693342,4740
-4.360567131379297,-13.049229,4740
-4.170155165850922,-12.407751,4740
-3.9797432003225452,-11.776494,4740
-3.789331234794169,-11.1494,4740
-3.598919269265793,-10.524542,4740
-3.408507303737417,-9.915493,4740
-3.2180953382090403,-9.296518,4740
-3.0276833726806647,-8.62734,4740
-2.8372714071522886,-7.9465995,4740
-2.646859441623913,-7.267699,4740
-2.4564474760955357,-6.6442723,4740
-2.26603551056716,-5.986146,4740
-2.075623545038784,-5.314657,4740
-1.8852115795104072,-4.6275043,4740
-1.6947996139820314,-3.9698553,4740
-1.5043876484536556,-3.3135972,4740
-1.3139756829252798,-2.6601033,4740
-1.1235637173969026,-2.006607,4740
-0.9331517518685267,-1.3531114,4740
-0.7427397863401509,-0.6996156,4740
-0.5523278208117738,-0.030069351,4740
-0.36191585528339804,0.6738497,4740
-0.17150388975502223,1.3777708,4740
0.018908075773353586,2.0816898,4740
0.20932004130173065,2.7856088,4740
0.3997320068301065,3.4895306,4740
0.5901439723584824,4.1917505,4740
0.7805559378868582,4.9183755,4740
0.9709679034152353,5.6586304,4740
1.161379868943611,6.3161855,4740
1.3517918344719868,6.9075723,4740
1.5422038000003637,7.530232,4740
1.7326157655287395,8.15289,4740
1.9230277310571156,8.775549,4740
2.1134396965854925,9.399892,4740
2.303851662113867,10.040857,4740
2.494263627642244,10.681825,4740
2.684675593170621,11.342941,4740
2.8750875586989957,12.053076,4740
3.0654995242273726,12.748178,4740
3.25591148975575,13.443286,4740
3.446323455284124,14.1383915,4740
3.6367354208125016,14.805306,4740
3.827147386340876,15.463421,4740
4.017559351869253,16.107153,4740
4.2079713173976305,16.748894,4740
4.398383282926005,17.41223,4740
4.588795248454383,18.066534,4740
4.779207213982759,18.720163,4740
4.969619179511134,19.410751,4740
5.160031145039511,20.101343,4740
5.350443110567888,20.779097,4740
5.540855076096262,21.463644,4740
5.73126704162464,22.130838,4740
5.921679007153017,22.793283,4740
6.112090972681391,23.461082,4740
6.302502938209768,24.14858,4740
6.492914903738143,24.826178,4740
6.68332686926652,25.50378,4740
6.873738834794897,26.164993,4740
7.064150800323271,26.809483,4740
7.254562765851649,27.480474,4740
7.444974731380026,28.155605,4740
7.6353866969084,28.81747,4740
7.825798662436777,29.460726,4740
8.016210627965155,30.13347,4740
8.20662259349353,30.821909,4740
8.397034559021906,31.510357,4740
8.587446524550282,32.198795,4740
8.777858490078657,32.877483,4740
8.968270455607035,33.55235,4740
9.15868242113541,34.227222,4740
-9.69210216617383,-31.496548,5606
-9.501690200645454,-30.910614,5606
-9.311278235117078,-30.298025,5606
-9.120866269588701,-29.679493,5606
-8.930454304060325,-29.06096,5606
-8.74004233853195,-28.442429,5606
-8.549630373003573,-27.823896,5606
-8.359218407475197,-27.20537,5606
-8.16880644194682,-26.586832,5606
-7.978394476418444,-25.976784,5606
-7.787982510890068,-25.362665,5606
-7.597570545361692,-24.726192,5606
-7.4071585798333155,-24.0506,5606
-7.216746614304939,-23.370117,5606
-7.026334648776563,-22.675793,5606
-6.835922683248188,-21.98147,5606
-6.645510717719812,-21.287146,5606
