x1,prediction,instance,x2,x3
-1.7123970633104288,-2.0915742,4740,,
-1.6785932920652298,-1.9932258,4740,,
-1.6447895208200307,-1.9041789,4740,,
-1.6109857495748316,-1.8158948,4740,,
-1.5771819783296326,-1.7276111,4740,,
-1.5433782070844333,-1.6406403,4740,,
-1.5095744358392342,-1.5550604,4740,,
-1.4757706645940352,-1.4703102,4740,,
-1.441966893348836,-1.3896616,4740,,
-1.408163122103637,-1.3083968,4740,,
-1.374359350858438,-1.2368953,4740,,
-1.340555579613239,-1.1712689,4740,,
-1.3067518083680398,-1.1056428,4740,,
-1.2729480371228408,-1.0420158,4740,,
-1.2391442658776417,-0.98308134,4740,,
-1.2053404946324426,-0.9278505,4740,,
-1.1715367233872436,-0.8775912,4740,,
-1.1377329521420445,-0.8275955,4740,,
-1.1039291808968454,-0.77832264,4740,,
-1.0701254096516462,-0.72905415,4740,,
-1.036321638406447,-0.67978567,4740,,
-1.002517867161248,-0.642376,4740,,
-0.968714095916049,-0.609433,4740,,
-0.9349103246708499,-0.5764522,4740,,
-0.9011065534256508,-0.5430488,4740,,
-0.8673027821804516,-0.51152396,4740,,
-0.8334990109352526,-0.48191258,4740,,
-0.7996952396900535,-0.45266098,4740,,
-0.7658914684448545,-0.43388522,4740,,
-0.7320876971996554,-0.416524,4740,,
-0.6982839259544562,-0.3991276,4740,,
-0.6644801547092571,-0.38443643,4740,,
-0.6306763834640581,-0.37018207,4740,,
-0.596872612218859,-0.35604173,4740,,
-0.56306884097366,-0.34573177,4740,,
-0.5292650697284609,-0.33549225,4740,,
-0.4954612984832618,-0.32483,4740,,
-0.46165752723806275,-0.31610423,4740,,
-0.42785375599286346,-0.31131238,4740,,
-0.3940499847476644,-0.30766273,4740,,
-0.36024621350246533,-0.30407315,4740,,
-0.32644244225726626,-0.30127546,4740,,
-0.2926386710120672,-0.30033258,4740,,
-0.25883489976686813,-0.29899368,4740,,
-0.22503112852166907,-0.2976502,4740,,
-0.19122735727647,-0.2965554,4740,,
-0.15742358603127093,-0.29567555,4740,,
-0.12361981478607187,-0.29558033,4740,,
-0.0898160435408728,-0.29548192,4740,,
-0.056012272295673515,-0.29547587,4740,,
