x1,prediction,instance,x2,x3
-9.727360968951944,5.367873,4740,,
-9.533396240285265,5.2706246,4740,,
-9.339431511618587,5.200175,4740,,
-9.14546678295191,5.1548223,4740,,
-8.951502054285232,5.1066213,4740,,
-8.757537325618552,5.064847,4740,,
-8.563572596951873,5.00647,4740,,
-8.369607868285197,4.9331794,4740,,
-8.175643139618519,4.850045,4740,,
-7.98167841095184,4.762602,4740,,
-7.787713682285162,4.6424665,4740,,
-7.593748953618484,4.5111775,4740,,
-7.399784224951805,4.369585,4740,,
-7.205819496285128,4.227992,4740,,
-7.011854767618448,4.0863986,4740,,
-6.817890038951771,3.944805,4740,,
-6.623925310285093,3.8018036,4740,,
-6.429960581618414,3.661952,4740,,
-6.235995852951737,3.521127,4740,,
-6.0420311242850575,3.3718312,4740,,
-5.84806639561838,3.223144,4740,,
-5.654101666951702,3.0702972,4740,,
-5.460136938285023,2.927967,4740,,
-5.266172209618345,2.7872267,4740,,
-5.072207480951667,2.6513553,4740,,
-4.878242752284989,2.5154848,4740,,
-4.684278023618311,2.3940332,4740,,
-4.4903132949516325,2.3057454,4740,,
-4.296348566284954,2.2090516,4740,,
-4.102383837618277,2.1103644,4740,,
-3.9084191089515974,2.0152473,4740,,
-3.7144543802849195,1.9215804,4740,,
-3.5204896516182416,1.829568,4740,,
-3.3265249229515637,1.7348349,4740,,
-3.1325601942848853,1.6505609,4740,,
-2.9385954656182074,1.5694637,4740,,
-2.7446307369515295,1.5037174,4740,,
-2.5506660082848502,1.436144,4740,,
-2.356701279618172,1.3598173,4740,,
-2.162736550951494,1.2788709,4740,,
-1.9687718222848163,1.1976233,4740,,
-1.7748070936181382,1.1207696,4740,,
-1.5808423649514602,1.0491934,4740,,
-1.3868776362847821,0.96948254,4740,,
-1.1929129076181029,0.8780322,4740,,
-0.9989481789514246,0.77155936,4740,,
-0.8049834502847466,0.66208243,4740,,
-0.6110187216180686,0.55179083,4740,,
-0.41705399295139056,0.4414988,4740,,
-0.22308926428471254,0.33162907,4740,,
-0.029124535618034533,0.22352931,4740,,
0.1648401930486435,0.112213105,4740,,
0.3588049217153215,0.001769796,4740,,
0.5527696503820009,-0.08516716,4740,,
0.7467343790486789,-0.18226679,4740,,
0.9406991077153569,-0.30764294,4740,,
1.134663836382035,-0.4350419,4740,,
1.3286285650487129,-0.5854185,4740,,
1.522593293715391,-0.7399856,4740,,
1.716558022382069,-0.87535775,4740,,
1.9105227510487484,-0.9893509,4740,,
2.1044874797154254,-1.1277385,4740,,
2.2984522083821046,-1.2672408,4740,,
2.492416937048781,-1.4067438,4740,,
2.6863816657154604,-1.5462457,4740,,
2.8803463943821397,-1.6857482,4740,,
3.0743111230488167,-1.8250474,4740,,
3.268275851715496,-1.9526783,4740,,
3.4622405803821725,-2.07931,4740,,
3.656205309048852,-2.1716714,4740,,
3.850170037715529,-2.2892153,4740,,
4.044134766382208,-2.420834,4740,,
4.238099495048885,-2.552452,4740,,
4.432064223715564,-2.68407,4740,,
4.626028952382243,-2.8156877,4740,,
4.819993681048921,-2.947306,4740,,
5.0139584097156,-3.0789218,4740,,
5.207923138382276,-3.1964288,4740,,
5.401887867048956,-3.3139613,4740,,
5.595852595715632,-3.431493,4740,,
5.7898173243823114,-3.5319755,4740,,
