x1,x2,x3,y
2.9788360141450623,-3.1295243016379235,-0.901997452160848,-8.452197948182551
-0.21563099005089548,-1.644079408822062,1.4656610086621917,-0.12646007911234503
-3.5158996083782244,-1.4427447030227816,3.6204204833194105,-13.27405387233803
-0.6514315522152412,3.488201773680599,-1.48887492782585,-28.428171121813282
-1.5088324531236585,2.353683527218104,1.7473195504658987,-8.078355856812495
0.4785947144613054,-1.824274173801828,3.1181701261900914,0.9807855326452539
2.2711438843479055,-0.3744416319476036,-2.045677108194355,1.0883847948368781
0.6502224253386251,3.669912741027944,1.0813424878318205,-23.16653667085714
3.6338350738790286,-2.9828206996685083,-1.8430486335260454,-0.0776129657619058
-3.3990833161553136,3.227706688588855,-0.4417249077677621,-41.79541746546369
-2.4224883649531694,-0.8474210972763494,0.440863362007466,-8.478200627611335
2.5628502720439323,0.7403069856684112,-2.550842357404977,1.277434021753468
0.7629833851195702,-1.5340226458814223,0.5433429202096223,-0.6694976329967139
0.44945286484922065,3.6565090656963175,2.499245953063622,-18.688218600285143
1.4615107152746054,3.626717993455295,2.950441374020457,-15.010076946814113
2.954314974979085,-1.5614844325836836,3.752261591912627,20.624990582240834
0.18546356024103616,3.065579675720092,2.3018776765956313,-12.753036034227417
0.21460796600880894,-1.1856993176962067,3.743733419603017,8.983870880198719
-0.41356313685584567,2.0576564559386643,3.510222777721884,3.7612946750593608
-3.799188167300273,1.1172817130039387,-2.819947982980487,-39.047722864492144
1.3105265635838146,0.42753103945907167,1.6433056705358364,6.262011905538579
-3.730870071915686,-3.6295609649320015,-2.5873036802496445,-60.58533736736435
-3.1807232736867856,-0.6883616041907699,-1.3331616254778202,-22.157874147153
-3.9959661130994535,-3.750176238733837,3.808624121110741,-49.831156841647
2.896475787879207,2.8580979658070804,0.4924750990000639,-3.201769159414478
-0.8095324666802686,0.35980562533933114,-2.8767654241680454,-9.420883550019985
-1.8043768576451793,-0.5219513486934924,-0.7745711551879273,-5.936272161876792
3.3097293731963937,-1.1312247604343444,1.738650126078972,18.65522760024603
2.299474143638002,-2.2423403500436256,-3.634243038611676,-12.791201971633173
1.5424841214037786,-0.10931420519723911,2.9005533433004818,10.483503592008304
-0.3900726250828166,1.29330869344777,-1.7112407178042934,-9.405627662207543
-0.38934525371517914,0.6977625984574782,-3.7231456751013567,-11.81698242443877
-2.0762359006619757,2.1451355683341484,-3.146029912440353,-23.559533301267795
3.9173900511707904,-1.772813479709174,3.0602155196509395,32.70236820244752
-0.8827197863967484,-3.6385567611128637,2.0797167612470053,-20.742780707441295
-0.0851439507572147,0.15045668622233155,1.875112959495148,4.062081197948583
-0.08248428557835386,-0.8075457259950873,-1.3043858712924568,-5.809502253346574
-0.8960230777346521,-0.17764411441376993,3.376491136042307,9.643795046675395
-1.6401522591588389,2.533019230088004,1.2582905613933884,-13.539001614537074
2.3955865521603776,3.152938237453351,1.498506322175487,-8.07241659905795
-3.562593715213323,0.04684634838514956,-2.225074170678397,-30.21406875374009
-2.3720533689931154,-1.0191521971418647,0.20189637660810877,-9.473819183521154
-0.8136127351556723,-1.34275197127464,3.785070122063524,8.016861145625606
0.7126587830732412,-3.7981734335592154,1.2042645614583032,-24.177869135038662
2.926517732114646,-1.0851450630887909,2.6358539224704574,18.447058841888957
3.160441351025135,3.790603112548875,2.3236193318125853,-6.743601669020276
1.549088455112658,-3.1588140251717176,2.8512605466714964,-9.588053688655078
-2.9623932331010874,-3.4953139305117737,-3.1035072146488885,-46.162287681807655
-0.7431181167202441,0.3156371673795837,-1.0562893929472157,-4.075458155498168
3.041579420809839,-0.8681765558351646,3.671477415667125,24.09656340206176
2.1319518885796027,1.1656988899205496,-0.07621644490065815,3.011525849136822
-1.3140905992694023,-0.9819274279571868,3.262055455911753,6.8088942773133265
3.8466738036304005,1.362809641106999,1.7393195305315121,30.565165348768954
1.8083043366728804,-1.2009817626674701,-2.5576363750888564,-8.744748913931568
-0.46840357213586614,1.4741633544295878,0.2016908684149552,-4.468887648366519
-1.1533105113989546,3.0888089676080765,-2.8853100171960753,-28.69047519930573
1.278493378830503,1.7547007565158026,-1.5400913874226365,-12.66982742129867
-0.32365658962620714,3.0672045147274147,2.3485952020503174,-12.024460537125588
2.949905011350273,-1.6894097280644038,0.4627200145481192,8.78697676157051
1.1788921685148024,0.5416250479592124,-1.6708044610391912,-2.9697914052435657
0.9487563473892333,-3.88437620183379,-0.3997198502980881,-31.568861457490545
3.2519706409915283,-1.9140723553619106,-3.682899261578533,-2.282426057372305
1.8181484619109902,2.0560490546708943,0.754941727737493,-2.815811004530814
-3.8145110909573754,3.890985821350987,3.3867783257177875,-46.98105371004695
-2.8868858487151794,-3.060156934244052,2.460651825798526,-22.487851585466434
1.451428025270184,-3.922895198726133,-3.486362550628523,-39.281261399222714
-2.505287877125199,0.6930315266612643,-2.1304617076871297,-15.883200533454831
-2.92225358606189,-1.6736665236464523,2.1582022409872472,-13.279886592590776
3.507170188483564,0.2967284623939479,-1.9825546558628888,15.583227227617536
-2.1256795262248893,2.1041416747120936,-3.5046479052846786,-25.129196608455782
3.5532040174416863,-1.2908872366152337,-1.208655419684625,14.599399749300948
-0.8270262588519959,0.9765423362678165,-2.376840287852933,-10.223406471350819
2.5378523672155,-0.6186646533392146,-0.8463447710871845,3.5825431842604507
-2.4792324910289585,1.9816149139298407,-3.9715901696783513,-27.317403897187827
-1.2784176148328523,0.6221469800323325,-1.3234679268736675,-4.584449087910952
-1.2726019607011816,2.1588890701577386,-2.21772322967435,-15.489013824493917
-0.24113715629347343,-2.2645940559837037,-0.7975729820958923,-12.183009705391408
