x1,prediction,instance,x2,x3
-1.7295341418696475,-2.1163743,4740,,
-1.6954987313741252,-2.0299723,4740,,
-1.661463320878603,-1.9424512,4740,,
-1.6274279103830807,-1.8539516,4740,,
-1.5933924998875582,-1.7652342,4740,,
-1.5593570893920359,-1.68174,4740,,
-1.5253216788965136,-1.598306,4740,,
-1.4912862684009913,-1.5134962,4740,,
-1.457250857905469,-1.4286861,4740,,
-1.4232154474099468,-1.3438528,4740,,
-1.3891800369144245,-1.2615931,4740,,
-1.3551446264189022,-1.1810389,4740,,
-1.32110921592338,-1.1057549,4740,,
-1.2870738054278577,-1.0321679,4740,,
-1.2530383949323352,-0.96371245,4740,,
-1.2190029844368129,-0.8970403,4740,,
-1.1849675739412906,-0.83626825,4740,,
-1.1509321634457683,-0.78366715,4740,,
-1.116896752950246,-0.7424677,4740,,
-1.0828613424547235,-0.7055475,4740,,
-1.0488259319592013,-0.66667706,4740,,
-1.014790521463679,-0.62867934,4740,,
-0.9807551109681567,-0.5937111,4740,,
-0.9467197004726344,-0.5604407,4740,,
-0.9126842899771122,-0.52738386,4740,,
-0.8786488794815899,-0.49432695,4740,,
-0.8446134689860676,-0.46322674,4740,,
-0.8105780584905452,-0.44194454,4740,,
-0.7765426479950229,-0.42066258,4740,,
-0.7425072374995006,-0.40403426,4740,,
-0.7084718270039783,-0.38788235,4740,,
-0.674436416508456,-0.37173033,4740,,
-0.6404010060129337,-0.3588469,4740,,
-0.6063655955174114,-0.34637362,4740,,
-0.5723301850218891,-0.33396098,4740,,
-0.5382947745263669,-0.32348233,4740,,
-0.5042593640308446,-0.31497765,4740,,
-0.4702239535353221,-0.30647284,4740,,
-0.4361885430397998,-0.29796803,4740,,
-0.40215313254427754,-0.29135412,4740,,
-0.36811772204875526,-0.28668106,4740,,
-0.334082311553233,-0.2820081,4740,,
-0.3000469010577107,-0.27733514,4740,,
-0.2660114905621884,-0.2726621,4740,,
-0.23197608006666592,-0.26980734,4740,,
-0.19794066957114365,-0.2707902,4740,,
-0.16390525907562137,-0.27196968,4740,,
-0.1298698485800991,-0.27180207,4740,,
-0.09583443808457681,-0.27039522,4740,,
-0.061799027589054534,-0.26778772,4740,,
-0.027763617093532256,-0.26518005,4740,,
0.006271793401990022,-0.2626716,4740,,
0.0403072038975123,-0.2601943,4740,,
