x1,prediction,instance
-9.391969996281825,-30.563013,4740
-9.201677751438575,-29.948406,4740
-9.011385506595328,-29.327051,4740
-8.82109326175208,-28.705694,4740
-8.630801016908832,-28.084332,4740
-8.440508772065582,-27.462976,4740
-8.250216527222335,-26.841616,4740
-8.059924282379088,-26.215733,4740
-7.869632037535838,-25.58735,4740
-7.6793397926925895,-24.945637,4740
-7.48904754784934,-24.27428,4740
-7.298755303006093,-23.59587,4740
-7.108463058162845,-22.915634,4740
-6.918170813319596,-22.2195,4740
-6.727878568476348,-21.523361,4740
-6.5375863236331,-20.827225,4740
-6.347294078789851,-20.16576,4740
-6.157001833946603,-19.52041,4740
-5.9667095891033535,-18.865864,4740
-5.776417344260106,-18.199236,4740
-5.586125099416858,-17.518261,4740
-5.395832854573609,-16.83698,4740
-5.205540609730361,-16.155703,4740
-5.015248364887113,-15.474428,4740
-4.824956120043864,-14.810709,4740
-4.634663875200616,-14.148774,4740
-4.4443716303573675,-13.508413,4740
-4.254079385514119,-12.874991,4740
-4.063787140670871,-12.226121,4740
-3.8734948958276227,-11.576004,4740
-3.683202650984375,-10.92811,4740
-3.4929104061411267,-10.280213,4740
-3.302618161297878,-9.632321,4740
-3.1123259164546293,-8.966392,4740
-2.9220336716113806,-8.260701,4740
-2.7317414267681333,-7.555703,4740
-2.5414491819248846,-6.8716955,4740
-2.351156937081636,-6.217148,4740
-2.1608646922383885,-5.5439262,4740
-1.9705724473951398,-4.8707037,4740
-1.7802802025518911,-4.201886,4740
-1.5899879577086424,-3.5498936,4740
-1.3996957128653937,-2.8979013,4740
-1.2094034680221464,-2.2476614,4740
-1.0191112231788977,-1.598721,4740
-0.8288189783356492,-0.9497795,4740
-0.6385267334924016,-0.30083907,4740
-0.44823448864915305,0.38658094,4740
-0.25794224380590436,1.0836864,4740
-0.06764999896265574,1.7793034,4740
0.12264224588059294,2.4749165,4740
0.31293449072384033,3.1705332,4740
0.503226735567089,3.865626,4740
0.6935189804103377,4.5591226,4740
0.883811225253585,5.2526197,4740
1.0741034700968337,5.934767,4740
1.2643957149400824,6.523897,4740
1.454687959783331,7.1525984,4740
1.6449802046265798,7.7813005,4740
1.8352724494698271,8.41,4740
