x1,prediction,instance,x2
-1.7576713474707342,-0.6697337,4740,
-1.7229528360242143,-0.6747224,4740,
-1.6882343245776947,-0.6807433,4740,
-1.653515813131175,-0.68650746,4740,
-1.6187973016846553,-0.6914901,4740,
-1.5840787902381355,-0.6964559,4740,
-1.5493602787916156,-0.701553,4740,
-1.514641767345096,-0.704869,4740,
-1.4799232558985762,-0.70662445,4740,
-1.4452047444520566,-0.7109521,4740,
-1.4104862330055368,-0.7142121,4740,
-1.3757677215590172,-0.71591467,4740,
-1.3410492101124973,-0.7172206,4740,
-1.3063306986659775,-0.71852666,4740,
-1.271612187219458,-0.719183,4740,
-1.236893675772938,-0.7184101,4740,
-1.2021751643264182,-0.71763724,4740,
-1.1674566528798986,-0.71821135,4740,
-1.132738141433379,-0.7191096,4740,
-1.098019629986859,-0.7200429,4740,
-1.0633011185403394,-0.7203155,4740,
-1.0285826070938198,-0.72167164,4740,
-0.9938640956472999,-0.7232346,4740,
-0.9591455842007802,-0.7248291,4740,
-0.9244270727542605,-0.7266257,4740,
-0.8897085613077407,-0.72956663,4740,
-0.854990049861221,-0.733013,4740,
-0.8202715384147012,-0.73684853,4740,
-0.7855530269681815,-0.7398067,4740,
-0.7508345155216618,-0.74219584,4740,
-0.716116004075142,-0.7436895,4740,
-0.6813974926286224,-0.7458989,4740,
-0.6466789811821025,-0.74850464,4740,
-0.6119604697355827,-0.7495787,4740,
-0.5772419582890631,-0.75022775,4740,
-0.5425234468425433,-0.75052387,4740,
-0.5078049353960237,-0.7507058,4740,
-0.47308642394950384,-0.7510084,4740,
-0.438367912502984,-0.7512861,4740,
-0.4036494010564644,-0.75146335,4740,
-0.3689308896099446,-0.75059175,4740,
-0.334212378163425,-0.74966925,4740,
-0.29949386671690514,-0.74874675,4740,
-0.2647753552703853,-0.7478243,4740,
-0.2300568438238657,-0.74678415,4740,
-0.19533833237734588,-0.74547184,4740,
-0.16061982093082627,-0.7441595,4740,
-0.12590130948430645,-0.74330443,4740,
