x1,prediction,instance
-1.611511446824906,-1.5969324,4740
-1.5784198540333505,-1.5663844,4740
-1.545328261241795,-1.535501,4740
-1.5122366684502395,-1.5046176,4740
-1.479145075658684,-1.4737338,4740
-1.4460534828671283,-1.4428504,4740
-1.412961890075573,-1.4119667,4740
-1.3798702972840173,-1.3808582,4740
-1.3467787044924617,-1.3496256,4740
-1.3136871117009061,-1.3177302,4740
-1.2805955189093505,-1.2843616,4740
-1.2475039261177951,-1.2506423,4740
-1.2144123333262395,-1.2168324,4740
-1.181320740534684,-1.1822321,4740
-1.1482291477431286,-1.1476318,4740
-1.115137554951573,-1.1130315,4740
-1.0820459621600174,-1.0801545,4740
-1.0489543693684618,-1.0480785,4740
-1.0158627765769062,-1.0155454,4740
-0.9827711837853508,-0.98241174,4740
-0.9496795909937952,-0.948565,4740
-0.9165879982022396,-0.91470313,4740
-0.8834964054106841,-0.8808414,4740
-0.8504048126191286,-0.84697974,4740
-0.817313219827573,-0.8139907,4740
-0.7842216270360174,-0.7810904,4740
-0.7511300342444619,-0.74926233,4740
-0.7180384414529064,-0.71777916,4740
-0.6849468486613508,-0.68552816,4740
-0.6518552558697952,-0.65321517,4740
-0.6187636630782397,-0.6210127,4740
-0.5856720702866842,-0.5888101,4740
-0.5525804774951286,-0.5566077,4740
-0.519488884703573,-0.5235088,4740
-0.4863972919120174,-0.48843363,4740
-0.45330569912046204,-0.4533929,4740
-0.42021410632890643,-0.41939548,4740
-0.38712251353735083,-0.38686225,4740
-0.35403092074579545,-0.35340092,4740
-0.32093932795423985,-0.31993952,4740
-0.28784773516268425,-0.2866971,4740
-0.25475614237112865,-0.25429088,4740
-0.22166454957957304,-0.2218847,4740
-0.18857295678801766,-0.18956563,4740
-0.15548136399646206,-0.15731114,4740
-0.12238977120490646,-0.1250566,4740
-0.08929817841335108,-0.09280211,4740
-0.05620658562179548,-0.058635056,4740
-0.023114992830239878,-0.023986608,4740
0.009976599961315724,0.010587871,4740
0.043068192752871326,0.04516214,4740
0.0761597855444267,0.07973659,4740
0.10925137833598231,0.11428502,4740
0.1423429711275379,0.14875409,4740
0.1754345639190933,0.18322322,4740
0.2085261567106489,0.21712819,4740
0.2416177495022045,0.2464099,4740
0.2747093422937601,0.27765843,4740
0.3078009350853157,0.308907,4740
0.3408925278768711,0.34015545,4740
0.3739841206684267,0.3714041,4740
0.40707571345998206,0.4035627,4740
0.44016730625153766,0.43578297,4740
0.47325889904309326,0.46869123,4740
0.5063504918346489,0.5039966,4740
0.5394420846262045,0.5390445,4740
0.5725336774177601,0.5733151,4740
0.6056252702093157,0.60758555,4740
0.6387168630008713,0.6412504,4740
0.6718084557924264,0.67366076,4740
0.704900048583982,0.7063925,4740
0.7379916413755376,0.738273,4740
0.7710832341670932,0.77006733,4740
0.8041748269586488,0.8036144,4740
0.8372664197502044,0.8369485,4740
0.87035801254176,0.8697845,4740
0.9034496053333152,0.90386033,4740
0.9365411981248708,0.9376154,4740
0.9696327909164264,0.9719299,4740
1.002724383707982,1.0055218,4740
1.0358159764995376,1.0386333,4740
1.0689075692910932,1.0715373,4740
1.1019991620826488,1.1043388,4740
1.1350907548742044,1.1385496,4740
1.16818234766576,1.1727604,4740
1.2012739404573152,1.2066475,4740
1.2343655332488708,1.2381763,4740
1.2674571260404264,1.2691042,4740
1.300548718831982,1.3021126,4740
1.3336403116235376,1.3352647,4740
1.3667319044150932,1.3684164,4740
1.3998234972066488,1.4031383,4740
1.432915089998204,1.4388165,4740
1.4660066827897595,1.4743848,4740
1.4990982755813151,1.507285,4740
1.5321898683728707,1.5398674,4740
1.5652814611644263,1.5722625,4740
1.598373053955982,1.6046575,4740
1.6314646467475376,1.6370527,4740
1.664556239539093,1.6675711,4740
